Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
-----------------------------------------------
                0.00    0.00     131/131         int* std::__uninitialized_copy_a<std::move_iterator<int*>, int*, int>(std::move_iterator<int*>, std::move_iterator<int*>, int*, std::allocator<int>&) [152]
[151]    0.0    0.00    0.00     131         int* std::uninitialized_copy<std::move_iterator<int*>, int*>(std::move_iterator<int*>, std::move_iterator<int*>, int*) [151]
                0.00    0.00     131/131         int* std::__uninitialized_copy<true>::__uninit_copy<std::move_iterator<int*>, int*>(std::move_iterator<int*>, std::move_iterator<int*>, int*) [148]
-----------------------------------------------
                0.00    0.00     131/131         int* std::__uninitialized_move_if_noexcept_a<int*, int*, std::allocator<int> >(int*, int*, int*, std::allocator<int>&) [153]
[152]    0.0    0.00    0.00     131         int* std::__uninitialized_copy_a<std::move_iterator<int*>, int*, int>(std::move_iterator<int*>, std::move_iterator<int*>, int*, std::allocator<int>&) [152]
                0.00    0.00     131/131         int* std::uninitialized_copy<std::move_iterator<int*>, int*>(std::move_iterator<int*>, std::move_iterator<int*>, int*) [151]
-----------------------------------------------
                0.00    0.00       8/131         void std::vector<int, std::allocator<int> >::_M_emplace_back_aux<int const&>(int const&) [65]
                0.00    0.00     123/131         void std::vector<int, std::allocator<int> >::_M_emplace_back_aux<int>(int&&) [63]
[153]    0.0    0.00    0.00     131         int* std::__uninitialized_move_if_noexcept_a<int*, int*, std::allocator<int> >(int*, int*, int*, std::allocator<int>&) [153]
                0.00    0.00     262/262         std::move_iterator<int*> std::__make_move_if_noexcept_iterator<int*, std::move_iterator<int*> >(int*) [111]
                0.00    0.00     131/131         int* std::__uninitialized_copy_a<std::move_iterator<int*>, int*, int>(std::move_iterator<int*>, std::move_iterator<int*>, int*, std::allocator<int>&) [152]
-----------------------------------------------
                0.00    0.00     131/131         int* std::__uninitialized_copy<true>::__uninit_copy<std::move_iterator<int*>, int*>(std::move_iterator<int*>, std::move_iterator<int*>, int*) [148]
[154]    0.0    0.00    0.00     131         int* std::copy<std::move_iterator<int*>, int*>(std::move_iterator<int*>, std::move_iterator<int*>, int*) [154]
                0.00    0.00     262/262         std::_Miter_base<std::move_iterator<int*> >::iterator_type std::__miter_base<std::move_iterator<int*> >(std::move_iterator<int*>) [110]
                0.00    0.00     131/131         int* std::__copy_move_a2<true, int*, int*>(int*, int*, int*) [150]
-----------------------------------------------
                0.00    0.00     120/120         std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [156]
[155]    0.0    0.00    0.00     120         std::_Vector_base<int, std::allocator<int> >::_Vector_impl::~_Vector_impl() [155]
                0.00    0.00     120/200         std::allocator<int>::~allocator() [119]
-----------------------------------------------
                0.00    0.00     120/120         std::vector<int, std::allocator<int> >::~vector() [157]
[156]    0.0    0.00    0.00     120         std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [156]
                0.00    0.00     120/287         std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [101]
                0.00    0.00     120/120         std::_Vector_base<int, std::allocator<int> >::_Vector_impl::~_Vector_impl() [155]
-----------------------------------------------
                0.00    0.00       2/120         Table::Table(int, int) [54]
                0.00    0.00       3/120         Table::algoCSP(std::vector<Piece*, std::allocator<Piece*> >&) [2]
                0.00    0.00       6/120         void std::_Destroy<std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*) [241]
                0.00    0.00      36/120         std::vector<int, std::allocator<int> >::_M_move_assign(std::vector<int, std::allocator<int> >&&, std::integral_constant<bool, true>) [201]
                0.00    0.00      73/120         parseFile(Table*, std::vector<Piece*, std::allocator<Piece*> >&, std::string) [7]
[157]    0.0    0.00    0.00     120         std::vector<int, std::allocator<int> >::~vector() [157]
                0.00    0.00     120/570         std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [95]
                0.00    0.00     120/120         std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [156]
                0.00    0.00     120/287         void std::_Destroy<int*, int>(int*, int*, std::allocator<int>&) [103]
-----------------------------------------------
                0.00    0.00       1/113         Chrono::getTime() [319]
                0.00    0.00       2/113         Table::getRes(std::string, std::string) [315]
                0.00    0.00       2/113         main [1]
                0.00    0.00     108/113         Piece::to_string() [66]
[158]    0.0    0.00    0.00     113         std::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(std::basic_string<char, std::char_traits<char>, std::allocator<char> >&&, char const*) [158]
                0.00    0.00     113/260         std::remove_reference<std::string&>::type&& std::move<std::string&>(std::string&) [112]
-----------------------------------------------
                0.00    0.00     108/108         Piece::to_string() [66]
[159]    0.0    0.00    0.00     108         std::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(std::basic_string<char, std::char_traits<char>, std::allocator<char> >&&, std::basic_string<char, std::char_traits<char>, std::allocator<char> >&&) [159]
                0.00    0.00     108/260         std::remove_reference<std::string&>::type&& std::move<std::string&>(std::string&) [112]
-----------------------------------------------
                0.00    0.00      36/80          std::_Vector_base<int, std::allocator<int> >::_Vector_base(std::allocator<int> const&) [198]
                0.00    0.00      44/80          std::_Vector_base<int, std::allocator<int> >::_Vector_base(unsigned long, std::allocator<int> const&) [178]
[160]    0.0    0.00    0.00      80         std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl(std::allocator<int> const&) [160]
                0.00    0.00      80/158         std::allocator<int>::allocator(std::allocator<int> const&) [124]
-----------------------------------------------
                0.00    0.00      78/78          std::allocator<int>::allocator() [164]
[161]    0.0    0.00    0.00      78         __gnu_cxx::new_allocator<int>::new_allocator() [161]
-----------------------------------------------
                0.00    0.00      36/78          std::vector<int, std::allocator<int> >::operator=(std::vector<int, std::allocator<int> > const&) [9]
                0.00    0.00      42/78          std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [49]
[162]    0.0    0.00    0.00      78         std::vector<int, std::allocator<int> >::end() const [162]
                0.00    0.00      78/156         __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::__normal_iterator(int const* const&) [125]
-----------------------------------------------
                0.00    0.00      36/78          std::vector<int, std::allocator<int> >::operator=(std::vector<int, std::allocator<int> > const&) [9]
                0.00    0.00      42/78          std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [49]
[163]    0.0    0.00    0.00      78         std::vector<int, std::allocator<int> >::begin() const [163]
                0.00    0.00      78/156         __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::__normal_iterator(int const* const&) [125]
-----------------------------------------------
                0.00    0.00       2/78          Table::Table(int, int) [54]
                0.00    0.00      76/78          std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl() [171]
[164]    0.0    0.00    0.00      78         std::allocator<int>::allocator() [164]
                0.00    0.00      78/78          __gnu_cxx::new_allocator<int>::new_allocator() [161]
-----------------------------------------------
                0.00    0.00      78/78          int* std::__copy_move_a<false, int const*, int*>(int const*, int const*, int*) [167]
[165]    0.0    0.00    0.00      78         int* std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<int>(int const*, int const*, int*) [165]
-----------------------------------------------
                0.00    0.00      78/78          int* std::uninitialized_copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [169]
[166]    0.0    0.00    0.00      78         int* std::__uninitialized_copy<true>::__uninit_copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [166]
                0.00    0.00      78/78          int* std::copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [170]
-----------------------------------------------
                0.00    0.00      78/78          int* std::__copy_move_a2<false, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [168]
[167]    0.0    0.00    0.00      78         int* std::__copy_move_a<false, int const*, int*>(int const*, int const*, int*) [167]
                0.00    0.00      78/78          int* std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<int>(int const*, int const*, int*) [165]
-----------------------------------------------
                0.00    0.00      78/78          int* std::copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [170]
[168]    0.0    0.00    0.00      78         int* std::__copy_move_a2<false, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [168]
                0.00    0.00     156/156         std::_Niter_base<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > >::iterator_type std::__niter_base<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [130]
                0.00    0.00      78/473         std::_Niter_base<int*>::iterator_type std::__niter_base<int*>(int*) [97]
                0.00    0.00      78/78          int* std::__copy_move_a<false, int const*, int*>(int const*, int const*, int*) [167]
-----------------------------------------------
                0.00    0.00      78/78          int* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*, int>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*, std::allocator<int>&) [44]
[169]    0.0    0.00    0.00      78         int* std::uninitialized_copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [169]
                0.00    0.00      78/78          int* std::__uninitialized_copy<true>::__uninit_copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [166]
-----------------------------------------------
                0.00    0.00      78/78          int* std::__uninitialized_copy<true>::__uninit_copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [166]
[170]    0.0    0.00    0.00      78         int* std::copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [170]
                0.00    0.00     156/156         std::_Miter_base<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > >::iterator_type std::__miter_base<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [129]
                0.00    0.00      78/78          int* std::__copy_move_a2<false, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [168]
-----------------------------------------------
                0.00    0.00      76/76          std::_Vector_base<int, std::allocator<int> >::_Vector_base() [172]
[171]    0.0    0.00    0.00      76         std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl() [171]
                0.00    0.00      76/78          std::allocator<int>::allocator() [164]
-----------------------------------------------
                0.00    0.00      76/76          std::vector<int, std::allocator<int> >::vector() [173]
[172]    0.0    0.00    0.00      76         std::_Vector_base<int, std::allocator<int> >::_Vector_base() [172]
                0.00    0.00      76/76          std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl() [171]
-----------------------------------------------
                0.00    0.00       3/76          Table::algoCSP(std::vector<Piece*, std::allocator<Piece*> >&) [2]
                0.00    0.00      36/76          Piece::Piece(std::vector<int, std::allocator<int> >, int) [8]
                0.00    0.00      37/76          split(std::string const&, char) [61]
[173]    0.0    0.00    0.00      76         std::vector<int, std::allocator<int> >::vector() [173]
                0.00    0.00      76/76          std::_Vector_base<int, std::allocator<int> >::_Vector_base() [172]
-----------------------------------------------
                0.00    0.00      72/72          std::vector<int, std::allocator<int> >::_M_move_assign(std::vector<int, std::allocator<int> >&&, std::integral_constant<bool, true>) [201]
[174]    0.0    0.00    0.00      72         std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_M_swap_data(std::_Vector_base<int, std::allocator<int> >::_Vector_impl&) [174]
                0.00    0.00     216/216         void std::swap<int*>(int*&, int*&) [113]
-----------------------------------------------
                0.00    0.00      29/65          void std::vector<Piece*, std::allocator<Piece*> >::_M_insert_aux<Piece*>(__gnu_cxx::__normal_iterator<Piece**, std::vector<Piece*, std::allocator<Piece*> > >, Piece*&&) [47]
                0.00    0.00      36/65          std::vector<Piece*, std::allocator<Piece*> >::insert(__gnu_cxx::__normal_iterator<Piece* const*, std::vector<Piece*, std::allocator<Piece*> > >, Piece*&&) [45]
[175]    0.0    0.00    0.00      65         std::remove_reference<Piece*&>::type&& std::move<Piece*&>(Piece*&) [175]
-----------------------------------------------
                0.00    0.00      58/58          Piece** std::move_backward<Piece**, Piece**>(Piece**, Piece**, Piece**) [210]
[176]    0.0    0.00    0.00      58         std::_Miter_base<Piece**>::iterator_type std::__miter_base<Piece**>(Piece**) [176]
                0.00    0.00      58/208         std::_Iter_base<Piece**, false>::_S_base(Piece**) [117]
-----------------------------------------------
                0.00    0.00      44/44          std::_Vector_base<int, std::allocator<int> >::_Vector_base(unsigned long, std::allocator<int> const&) [178]
[177]    0.0    0.00    0.00      44         std::_Vector_base<int, std::allocator<int> >::_M_create_storage(unsigned long) [177]
                0.00    0.00      44/211         std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long) [114]
-----------------------------------------------
                0.00    0.00       2/44          std::vector<int, std::allocator<int> >::vector(unsigned long, int const&, std::allocator<int> const&) [294]
                0.00    0.00      42/44          std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [49]
[178]    0.0    0.00    0.00      44         std::_Vector_base<int, std::allocator<int> >::_Vector_base(unsigned long, std::allocator<int> const&) [178]
                0.00    0.00      44/80          std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl(std::allocator<int> const&) [160]
                0.00    0.00      44/44          std::_Vector_base<int, std::allocator<int> >::_M_create_storage(unsigned long) [177]
-----------------------------------------------
                0.00    0.00      42/42          std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [49]
[179]    0.0    0.00    0.00      42         __gnu_cxx::__alloc_traits<std::allocator<int> >::_S_select_on_copy(std::allocator<int> const&) [179]
                0.00    0.00      42/42          std::allocator_traits<std::allocator<int> >::select_on_container_copy_construction(std::allocator<int> const&) [184]
-----------------------------------------------
                0.00    0.00      14/42          __gnu_cxx::new_allocator<Piece*>::allocate(unsigned long, void const*) [230]
                0.00    0.00      28/42          unsigned long std::allocator_traits<std::allocator<Piece*> >::_S_max_size<std::allocator<Piece*> const, void>(std::allocator<Piece*> const&, int) [215]
[180]    0.0    0.00    0.00      42         __gnu_cxx::new_allocator<Piece*>::max_size() const [180]
-----------------------------------------------
                0.00    0.00      42/42          std::_Iter_base<std::move_iterator<Piece**>, true>::_S_base(std::move_iterator<Piece**>) [182]
[181]    0.0    0.00    0.00      42         std::move_iterator<Piece**>::base() const [181]
-----------------------------------------------
                0.00    0.00      42/42          std::_Miter_base<std::move_iterator<Piece**> >::iterator_type std::__miter_base<std::move_iterator<Piece**> >(std::move_iterator<Piece**>) [186]
[182]    0.0    0.00    0.00      42         std::_Iter_base<std::move_iterator<Piece**>, true>::_S_base(std::move_iterator<Piece**>) [182]
                0.00    0.00      42/42          std::move_iterator<Piece**>::base() const [181]
-----------------------------------------------
                0.00    0.00      42/42          std::move_iterator<Piece**> std::__make_move_if_noexcept_iterator<Piece**, std::move_iterator<Piece**> >(Piece**) [187]
[183]    0.0    0.00    0.00      42         std::move_iterator<Piece**>::move_iterator(Piece**) [183]
-----------------------------------------------
                0.00    0.00      42/42          __gnu_cxx::__alloc_traits<std::allocator<int> >::_S_select_on_copy(std::allocator<int> const&) [179]
[184]    0.0    0.00    0.00      42         std::allocator_traits<std::allocator<int> >::select_on_container_copy_construction(std::allocator<int> const&) [184]
                0.00    0.00      42/42          std::allocator<int> const std::allocator_traits<std::allocator<int> >::_S_select<std::allocator<int> const, void>(std::allocator<int> const&, ...) [185]
-----------------------------------------------
                0.00    0.00      42/42          std::allocator_traits<std::allocator<int> >::select_on_container_copy_construction(std::allocator<int> const&) [184]
[185]    0.0    0.00    0.00      42         std::allocator<int> const std::allocator_traits<std::allocator<int> >::_S_select<std::allocator<int> const, void>(std::allocator<int> const&, ...) [185]
                0.00    0.00      42/158         std::allocator<int>::allocator(std::allocator<int> const&) [124]
-----------------------------------------------
                0.00    0.00      42/42          Piece** std::copy<std::move_iterator<Piece**>, Piece**>(std::move_iterator<Piece**>, std::move_iterator<Piece**>, Piece**) [224]
[186]    0.0    0.00    0.00      42         std::_Miter_base<std::move_iterator<Piece**> >::iterator_type std::__miter_base<std::move_iterator<Piece**> >(std::move_iterator<Piece**>) [186]
                0.00    0.00      42/42          std::_Iter_base<std::move_iterator<Piece**>, true>::_S_base(std::move_iterator<Piece**>) [182]
-----------------------------------------------
                0.00    0.00      42/42          Piece** std::__uninitialized_move_if_noexcept_a<Piece**, Piece**, std::allocator<Piece*> >(Piece**, Piece**, Piece**, std::allocator<Piece*>&) [223]
[187]    0.0    0.00    0.00      42         std::move_iterator<Piece**> std::__make_move_if_noexcept_iterator<Piece**, std::move_iterator<Piece**> >(Piece**) [187]
                0.00    0.00      42/42          std::move_iterator<Piece**>::move_iterator(Piece**) [183]
-----------------------------------------------
                0.00    0.00       1/38          Table::getRes(std::string, std::string) [315]
                0.00    0.00      37/38          split(std::string const&, char, std::vector<int, std::allocator<int> >&) [62]
[188]    0.0    0.00    0.00      38         std::operator|(std::_Ios_Openmode, std::_Ios_Openmode) [188]
-----------------------------------------------
                0.00    0.00       2/37          std::vector<Piece*, std::allocator<Piece*> >::~vector() [52]
                0.00    0.00      14/37          void std::vector<Piece*, std::allocator<Piece*> >::_M_emplace_back_aux<Piece* const&>(Piece* const&) [48]
                0.00    0.00      21/37          void std::vector<Piece*, std::allocator<Piece*> >::_M_insert_aux<Piece*>(__gnu_cxx::__normal_iterator<Piece**, std::vector<Piece*, std::allocator<Piece*> > >, Piece*&&) [47]
[189]    0.0    0.00    0.00      37         std::_Vector_base<Piece*, std::allocator<Piece*> >::_M_get_Tp_allocator() [189]
-----------------------------------------------
                0.00    0.00      36/36          Table::getRes(std::string, std::string) [315]
[190]    0.0    0.00    0.00      36         Piece::getId() [190]
-----------------------------------------------
                0.00    0.00      36/36          std::enable_if<std::__and_<std::allocator_traits<std::allocator<Piece*> >::__construct_helper<Piece*, Piece*>::type>::value, void>::type std::allocator_traits<std::allocator<Piece*> >::_S_construct<Piece*, Piece*>(std::allocator<Piece*>&, Piece**, Piece*&&) [199]
[191]    0.0    0.00    0.00      36         void __gnu_cxx::new_allocator<Piece*>::construct<Piece*, Piece*>(Piece**, Piece*&&) [191]
                0.00    0.00      36/180         Piece*&& std::forward<Piece*>(std::remove_reference<Piece*>::type&) [120]
                0.00    0.00      36/4323692     operator new(unsigned long, void*) [78]
-----------------------------------------------
                0.00    0.00      36/36          std::vector<int, std::allocator<int> >::operator=(std::vector<int, std::allocator<int> > const&) [9]
[192]    0.0    0.00    0.00      36         __gnu_cxx::__alloc_traits<std::allocator<int> >::_S_propagate_on_copy_assign() [192]
-----------------------------------------------
                0.00    0.00      36/36          std::vector<Piece*, std::allocator<Piece*> >::cbegin() const [196]
[193]    0.0    0.00    0.00      36         __gnu_cxx::__normal_iterator<Piece* const*, std::vector<Piece*, std::allocator<Piece*> > >::__normal_iterator(Piece* const* const&) [193]
-----------------------------------------------
                0.00    0.00      36/36          __gnu_cxx::__normal_iterator<Piece**, std::vector<Piece*, std::allocator<Piece*> > > std::vector<Piece*, std::allocator<Piece*> >::emplace<Piece*>(__gnu_cxx::__normal_iterator<Piece* const*, std::vector<Piece*, std::allocator<Piece*> > >, Piece*&&) [46]
[194]    0.0    0.00    0.00      36         __gnu_cxx::__normal_iterator<Piece* const*, std::vector<Piece*, std::allocator<Piece*> > >::difference_type __gnu_cxx::operator-<Piece* const*, std::vector<Piece*, std::allocator<Piece*> > >(__gnu_cxx::__normal_iterator<Piece* const*, std::vector<Piece*, std::allocator<Piece*> > > const&, __gnu_cxx::__normal_iterator<Piece* const*, std::vector<Piece*, std::allocator<Piece*> > > const&) [194]
                0.00    0.00      72/137         __gnu_cxx::__normal_iterator<Piece* const*, std::vector<Piece*, std::allocator<Piece*> > >::base() const [145]
-----------------------------------------------
                0.00    0.00      36/36          std::vector<int, std::allocator<int> >::_M_move_assign(std::vector<int, std::allocator<int> >&&, std::integral_constant<bool, true>) [201]
[195]    0.0    0.00    0.00      36         std::_Vector_base<int, std::allocator<int> >::get_allocator() const [195]
                0.00    0.00      36/340         std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() const [99]
                0.00    0.00      36/158         std::allocator<int>::allocator(std::allocator<int> const&) [124]
-----------------------------------------------
                0.00    0.00      36/36          __gnu_cxx::__normal_iterator<Piece**, std::vector<Piece*, std::allocator<Piece*> > > std::vector<Piece*, std::allocator<Piece*> >::emplace<Piece*>(__gnu_cxx::__normal_iterator<Piece* const*, std::vector<Piece*, std::allocator<Piece*> > >, Piece*&&) [46]
[196]    0.0    0.00    0.00      36         std::vector<Piece*, std::allocator<Piece*> >::cbegin() const [196]
                0.00    0.00      36/36          __gnu_cxx::__normal_iterator<Piece* const*, std::vector<Piece*, std::allocator<Piece*> > >::__normal_iterator(Piece* const* const&) [193]
-----------------------------------------------
                0.00    0.00      36/36          std::vector<int, std::allocator<int> >::operator=(std::vector<int, std::allocator<int> > const&) [9]
[197]    0.0    0.00    0.00      36         std::vector<int, std::allocator<int> >::capacity() const [197]
-----------------------------------------------
                0.00    0.00      36/36          std::vector<int, std::allocator<int> >::vector(std::allocator<int> const&) [202]
[198]    0.0    0.00    0.00      36         std::_Vector_base<int, std::allocator<int> >::_Vector_base(std::allocator<int> const&) [198]
                0.00    0.00      36/80          std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl(std::allocator<int> const&) [160]
-----------------------------------------------
                0.00    0.00      36/36          decltype (_S_construct({parm#1}, {parm#2}, (forward<Piece*>)({parm#3}))) std::allocator_traits<std::allocator<Piece*> >::construct<Piece*, Piece*>(std::allocator<Piece*>&, Piece**, Piece*&&) [200]
[199]    0.0    0.00    0.00      36         std::enable_if<std::__and_<std::allocator_traits<std::allocator<Piece*> >::__construct_helper<Piece*, Piece*>::type>::value, void>::type std::allocator_traits<std::allocator<Piece*> >::_S_construct<Piece*, Piece*>(std::allocator<Piece*>&, Piece**, Piece*&&) [199]
                0.00    0.00      36/180         Piece*&& std::forward<Piece*>(std::remove_reference<Piece*>::type&) [120]
                0.00    0.00      36/36          void __gnu_cxx::new_allocator<Piece*>::construct<Piece*, Piece*>(Piece**, Piece*&&) [191]
-----------------------------------------------
                0.00    0.00      36/36          void std::vector<Piece*, std::allocator<Piece*> >::_M_insert_aux<Piece*>(__gnu_cxx::__normal_iterator<Piece**, std::vector<Piece*, std::allocator<Piece*> > >, Piece*&&) [47]
[200]    0.0    0.00    0.00      36         decltype (_S_construct({parm#1}, {parm#2}, (forward<Piece*>)({parm#3}))) std::allocator_traits<std::allocator<Piece*> >::construct<Piece*, Piece*>(std::allocator<Piece*>&, Piece**, Piece*&&) [200]
                0.00    0.00      36/180         Piece*&& std::forward<Piece*>(std::remove_reference<Piece*>::type&) [120]
                0.00    0.00      36/36          std::enable_if<std::__and_<std::allocator_traits<std::allocator<Piece*> >::__construct_helper<Piece*, Piece*>::type>::value, void>::type std::allocator_traits<std::allocator<Piece*> >::_S_construct<Piece*, Piece*>(std::allocator<Piece*>&, Piece**, Piece*&&) [199]
-----------------------------------------------
                0.00    0.00      36/36          std::vector<int, std::allocator<int> >::operator=(std::vector<int, std::allocator<int> >&&) [203]
[201]    0.0    0.00    0.00      36         std::vector<int, std::allocator<int> >::_M_move_assign(std::vector<int, std::allocator<int> >&&, std::integral_constant<bool, true>) [201]
                0.00    0.00      72/72          std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_M_swap_data(std::_Vector_base<int, std::allocator<int> >::_Vector_impl&) [174]
                0.00    0.00      72/570         std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [95]
                0.00    0.00      36/36          std::_Vector_base<int, std::allocator<int> >::get_allocator() const [195]
                0.00    0.00      36/36          std::vector<int, std::allocator<int> >::vector(std::allocator<int> const&) [202]
                0.00    0.00      36/200         std::allocator<int>::~allocator() [119]
                0.00    0.00      36/36          void std::__alloc_on_move<std::allocator<int> >(std::allocator<int>&, std::allocator<int>&) [204]
                0.00    0.00      36/120         std::vector<int, std::allocator<int> >::~vector() [157]
-----------------------------------------------
                0.00    0.00      36/36          std::vector<int, std::allocator<int> >::_M_move_assign(std::vector<int, std::allocator<int> >&&, std::integral_constant<bool, true>) [201]
[202]    0.0    0.00    0.00      36         std::vector<int, std::allocator<int> >::vector(std::allocator<int> const&) [202]
                0.00    0.00      36/36          std::_Vector_base<int, std::allocator<int> >::_Vector_base(std::allocator<int> const&) [198]
-----------------------------------------------
                0.00    0.00      36/36          parseFile(Table*, std::vector<Piece*, std::allocator<Piece*> >&, std::string) [7]
[203]    0.0    0.00    0.00      36         std::vector<int, std::allocator<int> >::operator=(std::vector<int, std::allocator<int> >&&) [203]
                0.00    0.00      36/36          std::remove_reference<std::vector<int, std::allocator<int> >&>::type&& std::move<std::vector<int, std::allocator<int> >&>(std::vector<int, std::allocator<int> >&) [207]
                0.00    0.00      36/36          std::vector<int, std::allocator<int> >::_M_move_assign(std::vector<int, std::allocator<int> >&&, std::integral_constant<bool, true>) [201]
-----------------------------------------------
                0.00    0.00      36/36          std::vector<int, std::allocator<int> >::_M_move_assign(std::vector<int, std::allocator<int> >&&, std::integral_constant<bool, true>) [201]
[204]    0.0    0.00    0.00      36         void std::__alloc_on_move<std::allocator<int> >(std::allocator<int>&, std::allocator<int>&) [204]
                0.00    0.00      36/36          void std::__do_alloc_on_move<std::allocator<int> >(std::allocator<int>&, std::allocator<int>&, std::integral_constant<bool, true>) [205]
-----------------------------------------------
                0.00    0.00      36/36          void std::__alloc_on_move<std::allocator<int> >(std::allocator<int>&, std::allocator<int>&) [204]
